location,Latitude,SunInclination,Altitude
3616,52.083917314628295,-4,10
3617,48.23908615890297,-4,10
3618,50.78118074969475,-4,10
3619,52.14074184718345,-4,10
3620,50.39087790671579,-4,10
3621,52.65634892147568,-4,10
3622,51.313348149417024,-4,10
3623,54.56821981209611,-4,10
3624,54.20097806266497,-4,10
3625,52.29876310559224,-4,10
3626,54.819237078318864,-4,10
3627,53.582829956825535,-4,10
3628,50.29235227286413,-4,10
3629,49.14124858853932,-4,10
3630,52.208800327965896,-4,10
3631,51.12179036530373,-4,10
3632,53.50231525454939,-4,10
3633,47.91932909375112,-4,10
3634,52.2281493591474,-4,10
3636,48.56251219788648,-4,10
3637,51.22380976878754,-4,10
3638,52.2831329965721,-4,10
3639,48.1549166313858,-4,10
3640,52.34950664392222,-4,10
3641,49.84249501548228,-4,10
3642,52.06475677626741,-4,10
3643,51.06359389765792,-4,10
3644,53.6719728450483,-4,10
3645,52.91894258138717,-4,10
3647,54.24615446120569,-4,10
3648,49.3163507208969,-4,10
3649,54.66380129812541,-4,10
3650,50.76243505058434,-4,10
3651,49.173303576977695,-4,10
3652,52.8451298721428,-4,10
3653,53.505880210158594,-4,10
3654,52.38204859609023,-4,10
3655,51.01237716699836,-4,10
3656,53.03301504871957,-4,10
3657,50.84166711726171,-4,10
3658,51.396716317136296,-4,10
3659,52.00945611963669,-4,10
3660,51.17047633237307,-4,10
3661,51.47537892619001,-4,10
3662,53.760729428815125,-4,10
3663,51.53580254689362,-4,10
3664,51.559180789385394,-4,10
3665,49.1617699929091,-4,10
3666,52.06229402550843,-4,10
3667,50.83732233045667,-4,10
3668,50.64650508196019,-4,10
3669,50.68898526265423,-4,10
3670,50.49862202742556,-4,10
3671,51.39228091444168,-4,10
3672,51.18330099752759,-4,10
3673,53.63514369178344,-4,10
3674,52.23179031370149,-4,10
3675,48.96178218668974,-4,10
3676,53.521053526241154,-4,10
3677,54.27965210681452,-4,10
3678,52.047426899276665,-4,10
3679,49.51917808736298,-4,10
3680,48.45781256606643,-4,10
3681,50.23678831527014,-4,10
3682,52.69517537908919,-4,10
3683,51.12139760303454,-4,10
3684,53.93796861894361,-4,10
3685,48.52643500563149,-4,10
3686,52.47196009016632,-4,10
3687,47.856488437447055,-4,10
3688,51.10168077127842,-4,10
3689,51.48757108481428,-4,10
3690,53.678161097884654,-4,10
3691,52.300857736866135,-4,10
3692,51.522044477792655,-4,10
3693,50.609046896131424,-4,10
3694,53.87690991608414,-4,10
3695,52.87961728202555,-4,10
3696,53.3912645858119,-4,10
3697,53.848481550683005,-4,10
3698,51.99745346582852,-4,10
3699,51.65085961080826,-4,10
3700,52.026067351909504,-4,10
3701,54.281009313973954,-4,10
3702,51.13972463943105,-4,10
3703,50.90643772526893,-4,10
3704,54.37947490100658,-4,10
3705,51.51221313570803,-4,10
3706,53.91301769905845,-4,10
3707,54.01434958658082,-4,10
3708,52.7654498785171,-4,10
3709,48.14644855814469,-4,10
3710,53.7980891427805,-4,10
3711,48.32742435445093,-4,10
3712,53.86545231854988,-4,10
3713,54.1216064986302,-4,10
3715,48.20361060005983,-4,10
3716,53.65892168379141,-4,10
3717,54.34758869778731,-4,10
3718,48.80164623114312,-4,10
3719,52.805658367362334,-4,10
3720,53.522405410977576,-4,10
3721,50.20025721413573,-4,10
3722,53.85077324549241,-4,10
3723,48.98600176467575,-4,10
3724,54.36121970943079,-4,10
3725,54.63316169982775,-4,10
3726,49.53330779792056,-4,10
3727,53.75132348185645,-4,10
3728,50.49754340842391,-4,10
3729,54.678322917077736,-4,10
3730,51.17869542674236,-4,10
3731,51.5157498265817,-4,10
3732,54.8287490202951,-4,10
3733,51.46935390721039,-4,10
3734,49.67631392763848,-4,10
3735,52.07524705001418,-4,10
3736,50.27180461716903,-4,10
3737,50.56250751246117,-4,10
3738,48.17172763926125,-4,10
3739,48.705534641750766,-4,10
3740,49.45382258664385,-4,10
3742,51.73759863868039,-4,10
3743,48.80396012174066,-4,10
3744,50.93217622836128,-4,10
3745,51.496102591034834,-4,10
3746,52.15211263009628,-4,10
3747,49.67918540395348,-4,10
3748,52.87845080924242,-4,10
3749,51.93719086200194,-4,10
3750,52.35247783804332,-4,10
3751,51.29766792387083,-4,10
3752,53.3891999181315,-4,10
3753,54.19706608427412,-4,10
3754,51.94709457239624,-4,10
3755,52.85803524597136,-4,10
3756,50.802247546774986,-4,10
