projectid;simulationid;vColumn;vRow;vLocationID;vNUTS_ID;vNUTS_NAME;vSTATE_NAME;start_date;end_date;vIDPL
526;C406R692;406;692;1988;DE219;Eichstätt;Bayern;2017-01-01;2018-12-31;285
527;C285R233;285;233;1989;DE938;Heidekreis;Niedersachsen;2017-01-01;2018-12-31;287
528;C510R748;510;748;1990;DE22A;Rottal-Inn;Bayern;2017-01-01;2018-12-31;285
529;C302R682;302;682;1991;DE11D;Ostalbkreis;Baden-Württemberg;2017-01-01;2018-12-31;295
530;C234R801;234;801;1992;DE149;Sigmaringen;Baden-Württemberg;2017-01-01;2018-12-31;278
531;C216R453;216;453;1993;DE736;Waldeck-Frankenberg;Hessen;2017-01-01;2018-12-31;272
532;C200R430;200;430;1994;DEA57;Hochsauerlandkreis;Nordrhein-Westfalen;2017-01-01;2018-12-31;291
533;C295R688;295;688;1995;DE11D;Ostalbkreis;Baden-Württemberg;2017-01-01;2018-12-31;295
534;C522R429;522;429;1996;DED2E;Meißen;Sachsen;2017-01-01;2018-12-31;282
535;C332R453;332;453;1997;DEG0C;Gotha;Thüringen;2017-01-01;2018-12-31;269
536;C384R428;384;428;1998;DEG0D;Sömmerda;Thüringen;2017-01-01;2018-12-31;261
537;C592R275;592;275;1999;DE409;Märkisch-Oderland;Brandenburg;2017-01-01;2018-12-31;266
538;C548R166;548;166;2000;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;274
539;C312R341;312;341;2001;DE916;Goslar;Niedersachsen;2017-01-01;2018-12-31;292
540;C254R321;254;321;2002;DE929;Region Hannover;Niedersachsen;2017-01-01;2018-12-31;292
541;C181R388;181;388;2003;DEA5B;Soest;Nordrhein-Westfalen;2017-01-01;2018-12-31;284
542;C365R168;365;168;2004;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;275
543;C415R95;415;95;2005;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;271
544;C268R286;268;286;2006;DE929;Region Hannover;Niedersachsen;2017-01-01;2018-12-31;313
545;C36R563;36;563;2007;DEB23;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz;2017-01-01;2018-12-31;284
546;C406R451;406;451;2008;DEG0J;Saale-Holzland-Kreis;Thüringen;2017-01-01;2018-12-31;265
547;C80R585;80;585;2009;DEB22;Bernkastel-Wittlich;Rheinland-Pfalz;2017-01-01;2018-12-31;272
548;C480R454;480;454;2010;DED43;Mittelsachsen;Sachsen;2017-01-01;2018-12-31;286
549;C287R546;287;546;2011;DE265;Bad Kissingen;Bayern;2017-01-01;2018-12-31;304
550;C299R636;299;636;2012;DE11A;Schwäbisch Hall;Baden-Württemberg;2017-01-01;2018-12-31;274
551;C629R445;629;445;2013;DED2D;Görlitz;Sachsen;2017-01-01;2018-12-31;277
552;C317R80;317;80;2014;DEF0A;Plön;Schleswig-Holstein;2017-01-01;2018-12-31;298
553;C505R147;505;147;2015;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;270
554;C435R751;435;751;2016;DE21A;Erding;Bayern;2017-01-01;2018-12-31;281
555;C102R412;102;412;2017;DEA56;Ennepe-Ruhr-Kreis;Nordrhein-Westfalen;2017-01-01;2018-12-31;287
556;C530R97;530;97;2018;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;261
557;C223R277;223;277;2019;DE927;Nienburg (Weser);Niedersachsen;2017-01-01;2018-12-31;287
558;C456R80;456;80;2020;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;287
559;C527R129;527;129;2021;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;259
560;C319R435;319;435;2022;DEG09;Unstrut-Hainich-Kreis;Thüringen;2017-01-01;2018-12-31;273
561;C303R451;303;451;2023;DEG0R;Wartburgkreis;Thüringen;2017-01-01;2018-12-31;259
562;C361R417;361;417;2024;DEG0A;Kyffhäuserkreis;Thüringen;2017-01-01;2018-12-31;263
563;C330R420;330;420;2025;DEG09;Unstrut-Hainich-Kreis;Thüringen;2017-01-01;2018-12-31;268
564;C253R304;253;304;2026;DE929;Region Hannover;Niedersachsen;2017-01-01;2018-12-31;292
565;C457R481;457;481;2027;DED45;Zwickau;Sachsen;2017-01-01;2018-12-31;287
566;C158R602;158;602;2028;DEB3D;Donnersbergkreis;Rheinland-Pfalz;2017-01-01;2018-12-31;282
567;C333R345;333;345;2029;DEE09;Harz;Sachsen-Anhalt;2017-01-01;2018-12-31;256
568;C490R87;490;87;2030;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;268
569;C506R415;506;415;2031;DED53;Nordsachsen;Sachsen;2017-01-01;2018-12-31;266
570;C505R748;505;748;2032;DE214;Altötting;Bayern;2017-01-01;2018-12-31;285
571;C296R692;296;692;2033;DE11D;Ostalbkreis;Baden-Württemberg;2017-01-01;2018-12-31;295
572;C333R107;333;107;2034;DEF08;Ostholstein;Schleswig-Holstein;2017-01-01;2018-12-31;270
573;C530R417;530;417;2035;DED2E;Meißen;Sachsen;2017-01-01;2018-12-31;278
574;C452R120;452;120;2036;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2017-01-01;2018-12-31;254
575;C407R400;407;400;2037;DEE0A;Mansfeld-Südharz;Sachsen-Anhalt;2017-01-01;2018-12-31;262
576;C501R776;501;776;2038;DE21M;Traunstein;Bayern;2017-01-01;2018-12-31;279
577;C154R526;154;526;3486;DEB1A;Rhein-Lahn-Kreis;Rheinland-Pfalz;2018-01-01;2019-12-31;283
578;C424R656;424;656;3487;DE238;Regensburg, Landkreis;Bayern;2018-01-01;2019-12-31;275
579;C238R625;238;625;3488;DE127;Neckar-Odenwald-Kreis;Baden-Württemberg;2018-01-01;2019-12-31;267
580;C409R384;409;384;3489;DEE0B;Saalekreis;Sachsen-Anhalt;2018-01-01;2019-12-31;281
581;C457R554;457;554;3490;DE23A;Tirschenreuth;Bayern;2018-01-01;2019-12-31;268
582;C335R539;335;539;3491;DE267;Haßberge;Bayern;2018-01-01;2019-12-31;269
583;C491R103;491;103;3492;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;264
584;C64R591;64;591;3493;DEB25;Trier-Saarburg;Rheinland-Pfalz;2018-01-01;2019-12-31;279
585;C556R201;556;201;3494;DE40I;Uckermark;Brandenburg;2018-01-01;2019-12-31;244
586;C370R768;370;768;3495;DE21E;Landsberg am Lech;Bayern;2018-01-01;2019-12-31;289
587;C444R713;444;713;3496;DE227;Landshut, Landkreis;Bayern;2018-01-01;2019-12-31;283
588;C293R311;293;311;3497;DE91A;Peine;Niedersachsen;2018-01-01;2019-12-31;290
589;C263R498;263;498;3498;DE732;Fulda;Hessen;2018-01-01;2019-12-31;274
590;C313R73;313;73;3499;DEF0A;Plön;Schleswig-Holstein;2018-01-01;2019-12-31;270
591;C295R277;295;277;3500;DE931;Celle;Niedersachsen;2018-01-01;2019-12-31;265
592;C459R188;459;188;3501;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;277
593;C406R203;406;203;3502;DE40F;Prignitz;Brandenburg;2018-01-01;2019-12-31;260
594;C356R67;356;67;3503;DEF08;Ostholstein;Schleswig-Holstein;2018-01-01;2019-12-31;270
595;C198R336;198;336;3504;DEA45;Lippe;Nordrhein-Westfalen;2018-01-01;2019-12-31;292
596;C324R119;324;119;3505;DEF08;Ostholstein;Schleswig-Holstein;2018-01-01;2019-12-31;268
597;C472R352;472;352;3506;DEE0E;Wittenberg;Sachsen-Anhalt;2018-01-01;2019-12-31;275
598;C166R320;166;320;3507;DE94E;Osnabrück, Landkreis;Niedersachsen;2018-01-01;2019-12-31;288
599;C271R628;271;628;3509;DE11B;Main-Tauber-Kreis;Baden-Württemberg;2018-01-01;2019-12-31;290
600;C206R40;206;40;3510;DEF07;Nordfriesland;Schleswig-Holstein;2018-01-01;2019-12-31;271
601;C314R347;314;347;3511;DE916;Goslar;Niedersachsen;2018-01-01;2019-12-31;283
602;C577R244;577;244;3513;DE409;Märkisch-Oderland;Brandenburg;2018-01-01;2019-12-31;281
603;C545R189;545;189;3514;DE40I;Uckermark;Brandenburg;2018-01-01;2019-12-31;248
604;C316R578;316;578;3515;DE268;Kitzingen;Bayern;2018-01-01;2019-12-31;283
605;C243R392;243;392;3516;DE734;Kassel, Landkreis;Hessen;2018-01-01;2019-12-31;278
606;C209R530;209;530;3517;DE71E;Wetteraukreis;Hessen;2018-01-01;2019-12-31;278
607;C407R235;407;235;3518;DEE0D;Stendal;Sachsen-Anhalt;2018-01-01;2019-12-31;256
608;C156R562;156;562;3519;DEB3J;Mainz-Bingen;Rheinland-Pfalz;2018-01-01;2019-12-31;293
609;C536R160;536;160;3520;DE40I;Uckermark;Brandenburg;2018-01-01;2019-12-31;254
610;C259R34;259;34;3521;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2018-01-01;2019-12-31;250
611;C495R148;495;148;3522;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
612;C282R755;282;755;3523;DE145;Alb-Donau-Kreis;Baden-Württemberg;2018-01-01;2019-12-31;275
613;C266R32;266;32;3524;DEF0C;Schleswig-Flensburg;Schleswig-Holstein;2018-01-01;2019-12-31;250
614;C337R449;337;449;3525;DEG0C;Gotha;Thüringen;2018-01-01;2019-12-31;254
615;C317R115;317;115;3526;DEF08;Ostholstein;Schleswig-Holstein;2018-01-01;2019-12-31;270
616;C391R351;391;351;3527;DEE0C;Salzlandkreis;Sachsen-Anhalt;2018-01-01;2019-12-31;264
617;C464R684;464;684;3528;DE238;Regensburg, Landkreis;Bayern;2018-01-01;2019-12-31;292
618;C183R238;183;238;3529;DE94D;Oldenburg, Landkreis;Niedersachsen;2018-01-01;2019-12-31;284
619;C225R456;225;456;3531;DE735;Schwalm-Eder-Kreis;Hessen;2018-01-01;2019-12-31;278
620;C372R315;372;315;3532;DEE07;Börde;Sachsen-Anhalt;2018-01-01;2019-12-31;279
621;C345R596;345;596;3533;DE257;Erlangen-Höchstadt;Bayern;2018-01-01;2019-12-31;281
622;C520R173;520;173;3534;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;246
623;C289R336;289;336;3535;DE925;Hildesheim;Niedersachsen;2018-01-01;2019-12-31;283
624;C218R469;218;469;3536;DE724;Marburg-Biedenkopf;Hessen;2018-01-01;2019-12-31;279
625;C226R652;226;652;3537;DE117;Heilbronn, Stadtkreis;Baden-Württemberg;2018-01-01;2019-12-31;289
626;C262R300;262;300;3538;DE929;Region Hannover;Niedersachsen;2018-01-01;2019-12-31;263
627;C288R327;288;327;3539;DE925;Hildesheim;Niedersachsen;2018-01-01;2019-12-31;272
628;C511R446;511;446;3540;DED43;Mittelsachsen;Sachsen;2018-01-01;2019-12-31;285
629;C394R689;394;689;3541;DE219;Eichstätt;Bayern;2018-01-01;2019-12-31;271
630;C386R374;386;374;3542;DEE0A;Mansfeld-Südharz;Sachsen-Anhalt;2018-01-01;2019-12-31;264
631;C228R320;228;320;3543;DE928;Schaumburg;Niedersachsen;2018-01-01;2019-12-31;270
632;C181R245;181;245;3544;DE94D;Oldenburg, Landkreis;Niedersachsen;2018-01-01;2019-12-31;277
633;C368R459;368;459;3545;DEG0G;Weimarer Land;Thüringen;2018-01-01;2019-12-31;271
634;C147R151;147;151;3546;DE94A;Friesland (DE);Niedersachsen;2018-01-01;2019-12-31;279
635;C51R485;51;485;3547;DEA28;Euskirchen;Nordrhein-Westfalen;2018-01-01;2019-12-31;283
636;C391R777;391;777;3548;DE21L;Starnberg;Bayern;2018-01-01;2019-12-31;278
637;C392R355;392;355;3549;DEE0C;Salzlandkreis;Sachsen-Anhalt;2018-01-01;2019-12-31;264
638;C523R118;523;118;3550;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;254
639;C560R221;560;221;3551;DE40I;Uckermark;Brandenburg;2018-01-01;2019-12-31;271
640;C376R754;376;754;3552;DE21C;Fürstenfeldbruck;Bayern;2018-01-01;2019-12-31;289
641;C32R441;32;441;3553;DEA29;Heinsberg;Nordrhein-Westfalen;2018-01-01;2019-12-31;275
642;C423R672;423;672;3554;DE226;Kelheim;Bayern;2018-01-01;2019-12-31;282
643;C355R158;355;158;3555;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;269
644;C427R207;427;207;3556;DE40F;Prignitz;Brandenburg;2018-01-01;2019-12-31;281
645;C376R485;376;485;3557;DEG0U;Saalfeld-Rudolstadt;Thüringen;2018-01-01;2019-12-31;271
646;C159R382;159;382;3558;DEA5B;Soest;Nordrhein-Westfalen;2018-01-01;2019-12-31;293
647;C430R757;430;757;3559;DE21A;Erding;Bayern;2018-01-01;2019-12-31;273
648;C20R538;20;538;3560;DEB23;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz;2018-01-01;2019-12-31;274
649;C92R190;92;190;3561;DE942;Emden, Kreisfreie Stadt;Niedersachsen;2018-01-01;2019-12-31;285
650;C316R544;316;544;3562;DE26B;Schweinfurt, Landkreis;Bayern;2018-01-01;2019-12-31;262
651;C408R125;408;125;3563;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;270
652;C462R182;462;182;3564;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;277
653;C295R731;295;731;3565;DE145;Alb-Donau-Kreis;Baden-Württemberg;2018-01-01;2019-12-31;283
654;C374R773;374;773;3566;DE21E;Landsberg am Lech;Bayern;2018-01-01;2019-12-31;278
655;C291R767;291;767;3567;DE146;Biberach;Baden-Württemberg;2018-01-01;2019-12-31;304
656;C315R558;315;558;3568;DE26B;Schweinfurt, Landkreis;Bayern;2018-01-01;2019-12-31;283
657;C388R113;388;113;3569;DE80M;Nordwestmecklenburg;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;266
658;C333R411;333;411;3570;DEG0A;Kyffhäuserkreis;Thüringen;2018-01-01;2019-12-31;259
659;C526R395;526;395;3571;DED2E;Meißen;Sachsen;2018-01-01;2019-12-31;271
660;C378R315;378;315;3572;DEE07;Börde;Sachsen-Anhalt;2018-01-01;2019-12-31;279
661;C167R583;167;583;3573;DEB3J;Mainz-Bingen;Rheinland-Pfalz;2018-01-01;2019-12-31;279
662;C113R814;113;814;3574;DE139;Lörrach;Baden-Württemberg;2018-01-01;2019-12-31;301
663;C76R487;76;487;3575;DEA2C;Rhein-Sieg-Kreis;Nordrhein-Westfalen;2018-01-01;2019-12-31;291
664;C328R603;328;603;3576;DE25A;Neustadt a. d. Aisch-Bad Windsheim;Bayern;2018-01-01;2019-12-31;281
665;C172R591;172;591;3577;DEB3B;Alzey-Worms;Rheinland-Pfalz;2018-01-01;2019-12-31;295
666;C25R561;25;561;3578;DEB23;Eifelkreis Bitburg-Prüm;Rheinland-Pfalz;2018-01-01;2019-12-31;275
667;C331R155;331;155;3579;DEF06;Herzogtum Lauenburg;Schleswig-Holstein;2018-01-01;2019-12-31;278
668;C153R601;153;601;3580;DEB3D;Donnersbergkreis;Rheinland-Pfalz;2018-01-01;2019-12-31;279
669;C279R307;279;307;3581;DE929;Region Hannover;Niedersachsen;2018-01-01;2019-12-31;263
670;C384R328;384;328;3582;DEE07;Börde;Sachsen-Anhalt;2018-01-01;2019-12-31;279
671;C579R255;579;255;3583;DE409;Märkisch-Oderland;Brandenburg;2018-01-01;2019-12-31;281
672;C283R359;283;359;3584;DE918;Northeim;Niedersachsen;2018-01-01;2019-12-31;270
673;C527R112;527;112;3585;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;254
674;C403R399;403;399;3586;DEE0B;Saalekreis;Sachsen-Anhalt;2018-01-01;2019-12-31;281
675;C327R319;327;319;3587;DE91B;Wolfenbüttel;Niedersachsen;2018-01-01;2019-12-31;274
676;C418R191;418;191;3588;DE80O;Ludwigslust-Parchim;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;260
677;C349R559;349;559;3589;DE245;Bamberg, Landkreis;Bayern;2018-01-01;2019-12-31;278
678;C344R437;344;437;3590;DEG09;Unstrut-Hainich-Kreis;Thüringen;2018-01-01;2019-12-31;262
679;C293R594;293;594;3591;DE26C;Würzburg, Landkreis;Bayern;2018-01-01;2019-12-31;271
680;C20R455;20;455;3592;DEA2D;Städteregion Aachen;Nordrhein-Westfalen;2018-01-01;2019-12-31;291
681;C421R250;421;250;3593;DEE0D;Stendal;Sachsen-Anhalt;2018-01-01;2019-12-31;254
682;C409R343;409;343;3594;DEE0C;Salzlandkreis;Sachsen-Anhalt;2018-01-01;2019-12-31;263
683;C217R715;217;715;3595;DE112;Böblingen;Baden-Württemberg;2018-01-01;2019-12-31;277
684;C357R753;357;753;3596;DE276;Augsburg, Landkreis;Bayern;2018-01-01;2019-12-31;278
685;C217R650;217;650;3597;DE118;Heilbronn, Landkreis;Baden-Württemberg;2018-01-01;2019-12-31;289
686;C493R104;493;104;3598;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;264
687;C322R181;322;181;3599;DEF06;Herzogtum Lauenburg;Schleswig-Holstein;2018-01-01;2019-12-31;278
688;C279R400;279;400;3600;DE91C;Göttingen;Niedersachsen;2018-01-01;2019-12-31;272
689;C429R346;429;346;3601;DEE05;Anhalt-Bitterfeld;Sachsen-Anhalt;2018-01-01;2019-12-31;285
690;C444R153;444;153;3602;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
691;C203R38;203;38;3603;DEF07;Nordfriesland;Schleswig-Holstein;2018-01-01;2019-12-31;271
692;C209R46;209;46;3604;DEF07;Nordfriesland;Schleswig-Holstein;2018-01-01;2019-12-31;271
693;C143R509;143;509;3605;DEB1B;Westerwaldkreis;Rheinland-Pfalz;2018-01-01;2019-12-31;275
694;C287R556;287;556;3606;DE265;Bad Kissingen;Bayern;2018-01-01;2019-12-31;270
695;C365R754;365;754;3607;DE275;Aichach-Friedberg;Bayern;2018-01-01;2019-12-31;289
696;C497R146;497;146;3608;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
697;C374R423;374;423;3609;DEG0D;Sömmerda;Thüringen;2018-01-01;2019-12-31;269
698;C495R43;495;43;3610;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;274
699;C444R145;444;145;3611;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
700;C278R786;278;786;3612;DE146;Biberach;Baden-Württemberg;2018-01-01;2019-12-31;277
701;C171R283;171;283;3613;DE94F;Vechta;Niedersachsen;2018-01-01;2019-12-31;277
702;C347R593;347;593;3614;DE257;Erlangen-Höchstadt;Bayern;2018-01-01;2019-12-31;281
703;C392R248;392;248;3615;DEE0D;Stendal;Sachsen-Anhalt;2018-01-01;2019-12-31;256
704;C117R330;117;330;3616;DEA37;Steinfurt;Nordrhein-Westfalen;2018-01-01;2019-12-31;285
705;C513R751;513;751;3617;DE22A;Rottal-Inn;Bayern;2018-01-01;2019-12-31;291
706;C80R474;80;474;3618;DEA2C;Rhein-Sieg-Kreis;Nordrhein-Westfalen;2018-01-01;2019-12-31;291
707;C328R323;328;323;3619;DE91B;Wolfenbüttel;Niedersachsen;2018-01-01;2019-12-31;274
708;C55R517;55;517;3620;DEA28;Euskirchen;Nordrhein-Westfalen;2018-01-01;2019-12-31;286
709;C411R263;411;263;3621;DEE0D;Stendal;Sachsen-Anhalt;2018-01-01;2019-12-31;259
710;C622R401;622;401;3622;DED2D;Görlitz;Sachsen;2018-01-01;2019-12-31;286
711;C517R45;517;45;3623;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;274
712;C469R88;469;88;3624;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;264
713;C283R306;283;306;3625;DE929;Region Hannover;Niedersachsen;2018-01-01;2019-12-31;290
714;C202R26;202;26;3626;DEF07;Nordfriesland;Schleswig-Holstein;2018-01-01;2019-12-31;271
715;C471R157;471;157;3627;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
716;C304R529;304;529;3628;DE266;Rhön-Grabfeld;Bayern;2018-01-01;2019-12-31;270
717;C202R658;202;658;3629;DE123;Karlsruhe, Landkreis;Baden-Württemberg;2018-01-01;2019-12-31;293
718;C321R316;321;316;3630;DE911;Braunschweig, Kreisfreie Stadt;Niedersachsen;2018-01-01;2019-12-31;290
719;C516R429;516;429;3631;DED43;Mittelsachsen;Sachsen;2018-01-01;2019-12-31;268
720;C504R164;504;164;3632;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;246
721;C421R790;421;790;3633;DE21F;Miesbach;Bayern;2018-01-01;2019-12-31;286
722;C378R312;378;312;3634;DEE07;Börde;Sachsen-Anhalt;2018-01-01;2019-12-31;279
723;C496R716;496;716;3636;DE22C;Dingolfing-Landau;Bayern;2018-01-01;2019-12-31;276
724;C345R425;345;425;3637;DEG0A;Kyffhäuserkreis;Thüringen;2018-01-01;2019-12-31;253
725;C138R308;138;308;3638;DEA37;Steinfurt;Nordrhein-Westfalen;2018-01-01;2019-12-31;281
726;C291R767;291;767;3639;DE146;Biberach;Baden-Württemberg;2018-01-01;2019-12-31;304
727;C244R301;244;301;3640;DE928;Schaumburg;Niedersachsen;2018-01-01;2019-12-31;280
728;C146R580;146;580;3641;DEB3J;Mainz-Bingen;Rheinland-Pfalz;2018-01-01;2019-12-31;293
729;C349R331;349;331;3642;DE917;Helmstedt;Niedersachsen;2018-01-01;2019-12-31;275
730;C235R444;235;444;3643;DE735;Schwalm-Eder-Kreis;Hessen;2018-01-01;2019-12-31;281
731;C487R146;487;146;3644;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
732;C442R233;442;233;3645;DE40D;Ostprignitz-Ruppin;Brandenburg;2018-01-01;2019-12-31;271
733;C471R83;471;83;3647;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;264
734;C447R634;447;634;3648;DE239;Schwandorf;Bayern;2018-01-01;2019-12-31;277
735;C208R44;208;44;3649;DEF07;Nordfriesland;Schleswig-Holstein;2018-01-01;2019-12-31;271
736;C209R478;209;478;3650;DE724;Marburg-Biedenkopf;Hessen;2018-01-01;2019-12-31;285
737;C166R654;166;654;3651;DEB3E;Germersheim;Rheinland-Pfalz;2018-01-01;2019-12-31;285
738;C409R242;409;242;3652;DEE0D;Stendal;Sachsen-Anhalt;2018-01-01;2019-12-31;256
739;C475R166;475;166;3653;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
740;C428R293;428;293;3654;DEE06;Jerichower Land;Sachsen-Anhalt;2018-01-01;2019-12-31;265
741;C416R446;416;446;3655;DEG0J;Saale-Holzland-Kreis;Thüringen;2018-01-01;2019-12-31;274
742;C516R216;516;216;3656;DE40I;Uckermark;Brandenburg;2018-01-01;2019-12-31;275
743;C501R461;501;461;3657;DED41;Chemnitz, Kreisfreie Stadt;Sachsen;2018-01-01;2019-12-31;292
744;C50R404;50;404;3658;DEA1F;Wesel;Nordrhein-Westfalen;2018-01-01;2019-12-31;296
745;C256R339;256;339;3659;DE926;Holzminden;Niedersachsen;2018-01-01;2019-12-31;263
746;C432R428;432;428;3660;DEE08;Burgenlandkreis;Sachsen-Anhalt;2018-01-01;2019-12-31;271
747;C511R390;511;390;3661;DE407;Elbe-Elster;Brandenburg;2018-01-01;2019-12-31;274
748;C308R143;308;143;3662;DEF0F;Stormarn;Schleswig-Holstein;2018-01-01;2019-12-31;257
749;C352R390;352;390;3663;DEG07;Nordhausen;Thüringen;2018-01-01;2019-12-31;259
750;C502R381;502;381;3664;DED53;Nordsachsen;Sachsen;2018-01-01;2019-12-31;274
751;C199R656;199;656;3665;DE123;Karlsruhe, Landkreis;Baden-Württemberg;2018-01-01;2019-12-31;282
752;C432R329;432;329;3666;DEE05;Anhalt-Bitterfeld;Sachsen-Anhalt;2018-01-01;2019-12-31;263
753;C380R467;380;467;3667;DEG0G;Weimarer Land;Thüringen;2018-01-01;2019-12-31;271
754;C90R489;90;489;3668;DEA2C;Rhein-Sieg-Kreis;Nordrhein-Westfalen;2018-01-01;2019-12-31;291
755;C275R486;275;486;3669;DE732;Fulda;Hessen;2018-01-01;2019-12-31;274
756;C122R506;122;506;3670;DEB18;Neuwied;Rheinland-Pfalz;2018-01-01;2019-12-31;286
757;C487R401;487;401;3671;DED52;Leipzig;Sachsen;2018-01-01;2019-12-31;274
758;C519R422;519;422;3672;DED2E;Meißen;Sachsen;2018-01-01;2019-12-31;274
759;C444R153;444;153;3673;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
760;C264R314;264;314;3674;DE929;Region Hannover;Niedersachsen;2018-01-01;2019-12-31;263
761;C421R674;421;674;3675;DE226;Kelheim;Bayern;2018-01-01;2019-12-31;282
762;C479R164;479;164;3676;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
763;C459R80;459;80;3677;DE80L;Vorpommern-Rügen;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;245
764;C406R331;406;331;3678;DEE03;Magdeburg, Kreisfreie Stadt;Sachsen-Anhalt;2018-01-01;2019-12-31;263
765;C122R615;122;615;3679;DEB3F;Kaiserslautern, Landkreis;Rheinland-Pfalz;2018-01-01;2019-12-31;282
766;C453R729;453;729;3680;DE227;Landshut, Landkreis;Bayern;2018-01-01;2019-12-31;278
767;C129R535;129;535;3681;DEB1A;Rhein-Lahn-Kreis;Rheinland-Pfalz;2018-01-01;2019-12-31;288
768;C394R260;394;260;3682;DEE0D;Stendal;Sachsen-Anhalt;2018-01-01;2019-12-31;254
769;C388R435;388;435;3683;DEG0D;Sömmerda;Thüringen;2018-01-01;2019-12-31;264
770;C419R120;419;120;3684;DE80K;Landkreis Rostock;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;270
771;C456R722;456;722;3685;DE227;Landshut, Landkreis;Bayern;2018-01-01;2019-12-31;283
772;C592R273;592;273;3686;DE409;Märkisch-Oderland;Brandenburg;2018-01-01;2019-12-31;263
773;C173R801;173;801;3687;DE132;Breisgau-Hochschwarzwald;Baden-Württemberg;2018-01-01;2019-12-31;272
774;C395R437;395;437;3688;DEG0G;Weimarer Land;Thüringen;2018-01-01;2019-12-31;264
775;C446R392;446;392;3689;DED53;Nordsachsen;Sachsen;2018-01-01;2019-12-31;260
776;C496R145;496;145;3690;DE80J;Mecklenburgische Seenplatte;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;253
777;C301R306;301;306;3691;DE91A;Peine;Niedersachsen;2018-01-01;2019-12-31;290
778;C226R393;226;393;3692;DEA44;Höxter;Nordrhein-Westfalen;2018-01-01;2019-12-31;279
779;C411R491;411;491;3693;DEG0K;Saale-Orla-Kreis;Thüringen;2018-01-01;2019-12-31;278
780;C525R121;525;121;3694;DE80N;Vorpommern-Greifswald;Mecklenburg-Vorpommern;2018-01-01;2019-12-31;254
781;C231R242;231;242;3695;DE927;Nienburg (Weser);Niedersachsen;2018-01-01;2019-12-31;281
782;C238R185;238;185;3696;DE937;Rotenburg (Wümme);Niedersachsen;2018-01-01;2019-12-31;277
